,country,continent,year,lifeExp,pop,gdpPercap,Two_Letter_Country_Code,iso_alpha,iso_num
10005,Sri Lanka斯里蘭卡,Asia,1995,70.4,18254017,2460,LK,LKA,144
10010,Sri Lanka斯里蘭卡,Asia,2000,70.7,19225532,2875,LK,LKA,144
10015,Sri Lanka斯里蘭卡,Asia,2005,71.8,20057657,3588,LK,LKA,144
10020,Sri Lanka斯里蘭卡,Asia,2010,75.4,20261737,3980,LK,LKA,144
10025,Sri Lanka斯里蘭卡,Asia,2015,76.3,20908027,3998,LK,LKA,144
10030,Sri Lanka斯里蘭卡,Asia,2020,77.1,21413249,3950,LK,LKA,144
10035,Sri Lanka斯里蘭卡,Asia,2025,78.0,21718133,4900,LK,LKA,144
10040,Sri Lanka斯里蘭卡,Asia,2030,78.8,22023016,5900,LK,LKA,144
10043,Sudan蘇丹,Africa,1950,38.2,8484267,1554,SS,SSD,728
10048,Sudan蘇丹,Africa,1955,39.2,9014357,1709,SS,SSD,728
10053,Sudan蘇丹,Africa,1960,40.4,10611293,1884,SS,SSD,728
10058,Sudan蘇丹,Africa,1965,42.1,12102968,1797,SS,SSD,728
10063,Sudan蘇丹,Africa,1970,44.2,13844663,1671,SS,SSD,728
10068,Sudan蘇丹,Africa,1975,46.7,16101799,1986,SS,SSD,728
10073,Sudan蘇丹,Africa,1980,49.3,19062226,2019,SS,SSD,728
10078,Sudan蘇丹,Africa,1985,51.2,22982397,1663,SS,SSD,728
10083,Sudan蘇丹,Africa,1990,52.8,26826937,1498,SS,SSD,728
10088,Sudan蘇丹,Africa,1995,54.7,30587473,1576,SS,SSD,728
10093,Sudan蘇丹,Africa,2000,56.0,35118470,1849,SS,SSD,728
10098,Sudan蘇丹,Africa,2005,57.7,40211877,2359,SS,SSD,728
10103,Sudan蘇丹,Africa,2010,62.8,34545013,2383,SS,SSD,728
10108,Sudan蘇丹,Africa,2015,64.4,38902950,2017,SS,SSD,728
10113,Sudan蘇丹,Africa,2020,65.5,43849260,1600,SS,SSD,728
10118,Sudan蘇丹,Africa,2025,66.6,49551395,2360,SS,SSD,728
10123,Sudan蘇丹,Africa,2030,67.7,55253529,3460,SS,SSD,728
10126,Swaziland史瓦帝尼王國,Africa,1950,40.6,269843,1110,SZ,SWZ,748
10131,Swaziland史瓦帝尼王國,Africa,1955,42.6,315042,1206,SZ,SWZ,748
10136,Swaziland史瓦帝尼王國,Africa,1960,44.4,352700,1612,SZ,SWZ,748
10141,Swaziland史瓦帝尼王國,Africa,1965,46.0,400416,2310,SZ,SWZ,748
10146,Swaziland史瓦帝尼王國,Africa,1970,48.4,456339,3064,SZ,SWZ,748
10151,Swaziland史瓦帝尼王國,Africa,1975,51.3,522897,3615,SZ,SWZ,748
10156,Swaziland史瓦帝尼王國,Africa,1980,54.4,610511,3850,SZ,SWZ,748
10161,Swaziland史瓦帝尼王國,Africa,1985,56.8,727569,3949,SZ,SWZ,748
10166,Swaziland史瓦帝尼王國,Africa,1990,58.2,889146,3726,SZ,SWZ,748
10171,Swaziland史瓦帝尼王國,Africa,1995,56.0,1017629,3747,SZ,SWZ,748
10176,Swaziland史瓦帝尼王國,Africa,2000,48.0,1099956,4028,SZ,SWZ,748
10181,Swaziland史瓦帝尼王國,Africa,2005,41.3,1131947,4359,SZ,SWZ,748
10186,Swaziland史瓦帝尼王國,Africa,2010,46.0,1064837,4590,SZ,SWZ,748
10191,Swaziland史瓦帝尼王國,Africa,2015,53.3,1104044,4717,SZ,SWZ,748
10196,Swaziland史瓦帝尼王國,Africa,2020,60.6,1160164,4750,SZ,SWZ,748
10201,Swaziland史瓦帝尼王國,Africa,2025,67.9,1229000,5220,SZ,SWZ,748
10206,Swaziland史瓦帝尼王國,Africa,2030,75.2,1297835,5670,SZ,SWZ,748
10209,Sweden瑞典,Europe,1950,71.6,7104273,7974,SE,SWE,752
10214,Sweden瑞典,Europe,1955,72.2,7230525,9358,SE,SWE,752
10219,Sweden瑞典,Europe,1960,73.0,7482474,11362,SE,SWE,752
10224,Sweden瑞典,Europe,1965,73.8,7745394,14087,SE,SWE,752
10229,Sweden瑞典,Europe,1970,74.5,8020548,16803,SE,SWE,752
10234,Sweden瑞典,Europe,1975,75.2,8199906,18446,SE,SWE,752
10239,Sweden瑞典,Europe,1980,76.03,8295815,19943,SE,SWE,752
10244,Sweden瑞典,Europe,1985,76.88,8382946,22419,SE,SWE,752
10249,Sweden瑞典,Europe,1990,77.77,8599881,23763,SE,SWE,752
10254,Sweden瑞典,Europe,1995,78.9,8826118,24712,SE,SWE,752
10259,Sweden瑞典,Europe,2000,79.78,8931553,27712,SE,SWE,752
10264,Sweden瑞典,Europe,2005,80.55,9000323,32053,SE,SWE,752
10269,Sweden瑞典,Europe,2010,81.45,9390168,39889,SE,SWE,752
10274,Sweden瑞典,Europe,2015,82.2,9764950,49937,SE,SWE,752
10279,Sweden瑞典,Europe,2020,82.86,10099265,56000,SE,SWE,752
10284,Sweden瑞典,Europe,2025,83.6,10364623,68060,SE,SWE,752
10289,Sweden瑞典,Europe,2030,84.34,10629981,80510,SE,SWE,752
10292,Switzerland瑞士,Europe,1950,69.24,4794600,13464,CH,CHE,756
10297,Switzerland瑞士,Europe,1955,70.18,4949600,16639,CH,CHE,756
10302,Switzerland瑞士,Europe,1960,71.02,5450000,19422,CH,CHE,756
10307,Switzerland瑞士,Europe,1965,72.19,5904200,21952,CH,CHE,756
10312,Switzerland瑞士,Europe,1970,73.38,6266040,25504,CH,CHE,756
10317,Switzerland瑞士,Europe,1975,74.75,6350414,27067,CH,CHE,756
10322,Switzerland瑞士,Europe,1980,75.88,6407445,27832,CH,CHE,756
10327,Switzerland瑞士,Europe,1985,76.93,6577216,29528,CH,CHE,756
10332,Switzerland瑞士,Europe,1990,77.78,6857245,31236,CH,CHE,756
10337,Switzerland瑞士,Europe,1995,78.83,7114435,32030,CH,CHE,756
10342,Switzerland瑞士,Europe,2000,80.12,7294559,33543,CH,CHE,756
10347,Switzerland瑞士,Europe,2005,81.27,7477499,36296,CH,CHE,756
10352,Switzerland瑞士,Europe,2010,82.25,7808675,47981,CH,CHE,756
10357,Switzerland瑞士,Europe,2015,82.9,8296775,65440,CH,CHE,756
10362,Switzerland瑞士,Europe,2020,84.16,8654622,77200,CH,CHE,756
10367,Switzerland瑞士,Europe,2025,85.17,8919869,83400,CH,CHE,756
10372,Switzerland瑞士,Europe,2030,86.18,9185115,89900,CH,CHE,756
10375,Syria敘利亞,Asia,1950,44.92,3641149,1454,SY,SYR,760
10380,Syria敘利亞,Asia,1955,47.32,3867093,1928,SY,SYR,760
10385,Syria敘利亞,Asia,1960,49.5,4560736,2163,SY,SYR,760
10390,Syria敘利亞,Asia,1965,52.32,5342336,2006,SY,SYR,760
10395,Syria敘利亞,Asia,1970,55.84,6293028,2296,SY,SYR,760
10400,Syria敘利亞,Asia,1975,59.64,7439971,2946,SY,SYR,760
10405,Syria敘利亞,Asia,1980,63.23,8819298,3535,SY,SYR,760
10410,Syria敘利亞,Asia,1985,66.02,10509906,3375,SY,SYR,760
10415,Syria敘利亞,Asia,1990,68.34,12428576,3251,SY,SYR,760
10420,Syria敘利亞,Asia,1995,70.62,14336234,3745,SY,SYR,760
10425,Syria敘利亞,Asia,2000,72.44,16325895,4060,SY,SYR,760
10430,Syria敘利亞,Asia,2005,73.71,18451174,4147,SY,SYR,760
10435,Syria敘利亞,Asia,2010,72.11,21362529,3847,SY,SYR,760
10440,Syria敘利亞,Asia,2015,69.91,17997408,3284,SY,SYR,760
10445,Syria敘利亞,Asia,2020,73.4,17500658,2891,SY,SYR,760
10450,Syria敘利亞,Asia,2025,77.46,22088612,3184,SY,SYR,760
10455,Syria敘利亞,Asia,2030,81.52,26676565,3479,SY,SYR,760
10458,Taiwan台灣(中華民國),Asia,1950,56.94,8529962,1087,TW,TWN,158
10463,Taiwan台灣(中華民國),Asia,1955,60.84,9206103,1387,TW,TWN,158
10468,Taiwan台灣(中華民國),Asia,1960,64.08,11217049,1697,TW,TWN,158
10473,Taiwan台灣(中華民國),Asia,1965,66.58,12956790,2315,TW,TWN,158
10478,Taiwan台灣(中華民國),Asia,1970,68.63,14595100,3495,TW,TWN,158
10483,Taiwan台灣(中華民國),Asia,1975,70.11,16161533,4983,TW,TWN,158
10488,Taiwan台灣(中華民國),Asia,1980,71.53,17814912,6694,TW,TWN,158
10493,Taiwan台灣(中華民國),Asia,1985,72.9,19255235,9603,TW,TWN,158
10498,Taiwan台灣(中華民國),Asia,1990,73.92,20315270,13551,TW,TWN,158
10503,Taiwan台灣(中華民國),Asia,1995,74.85,21251930,18210,TW,TWN,158
10508,Taiwan台灣(中華民國),Asia,2000,76.29,22123985,22024,TW,TWN,158
10513,Taiwan台灣(中華民國),Asia,2005,77.84,22886272,26525,TW,TWN,158
10518,Taiwan台灣(中華民國),Asia,2010,78.62,23187551,28647,TW,TWN,158
10523,Taiwan台灣(中華民國),Asia,2015,79.63,23557477,28528,TW,TWN,158
10528,Taiwan台灣(中華民國),Asia,2020,80.57,23816775,29172,TW,TWN,158
10533,Taiwan台灣(中華民國),Asia,2025,81.52,23914017,33044,TW,TWN,158
10538,Taiwan台灣(中華民國),Asia,2030,82.47,24011258,36935,TW,TWN,158
10541,Tanzania坦尚尼亞,Africa,1950,40.51,8302525,724,TJ,TJK,762
10546,Tanzania坦尚尼亞,Africa,1955,42.27,8785085,706,TJ,TJK,762
10551,Tanzania坦尚尼亞,Africa,1960,43.74,10299505,713,TJ,TJK,762
10556,Tanzania坦尚尼亞,Africa,1965,45.15,11909970,798,TJ,TJK,762
10561,Tanzania坦尚尼亞,Africa,1970,46.87,13866881,889,TJ,TJK,762
10566,Tanzania坦尚尼亞,Africa,1975,49.0,16160376,944,TJ,TJK,762
10571,Tanzania坦尚尼亞,Africa,1980,50.33,18758455,910,TJ,TJK,762
10576,Tanzania坦尚尼亞,Africa,1985,51.16,21762131,849,TJ,TJK,762
10581,Tanzania坦尚尼亞,Africa,1990,50.88,25179536,828,TJ,TJK,762
10586,Tanzania坦尚尼亞,Africa,1995,49.26,29054323,804,TJ,TJK,762
10591,Tanzania坦尚尼亞,Africa,2000,49.18,33031023,855,TJ,TJK,762
10596,Tanzania坦尚尼亞,Africa,2005,51.37,36721296,1024,TJ,TJK,762
10601,Tanzania坦尚尼亞,Africa,2010,58.58,44346525,1086,TJ,TJK,762
10606,Tanzania坦尚尼亞,Africa,2015,63.11,51482633,1051,TJ,TJK,762
10611,Tanzania坦尚尼亞,Africa,2020,66.09,59734218,1061,TJ,TJK,762
10616,Tanzania坦尚尼亞,Africa,2025,68.77,69448472,1263,TJ,TJK,762
10621,Tanzania坦尚尼亞,Africa,2030,71.45,79162725,1466,TJ,TJK,762
10624,Thailand泰國,Asia,1950,49.74,21269002,743,TH,THA,764
10629,Thailand泰國,Asia,1955,52.52,22800608,779,TH,THA,764
10634,Thailand泰國,Asia,1960,55.09,27574805,919,TH,THA,764
10639,Thailand泰國,Asia,1965,57.4,32119908,1178,TH,THA,764
10644,Thailand泰國,Asia,1970,59.56,37175391,1433,TH,THA,764
10649,Thailand泰國,Asia,1975,61.66,42199432,1786,TH,THA,764
10654,Thailand泰國,Asia,1980,63.76,46955610,2220,TH,THA,764
10659,Thailand泰國,Asia,1985,65.49,51277069,2747,TH,THA,764
10664,Thailand泰國,Asia,1990,66.81,55164394,3963,TH,THA,764
10669,Thailand泰國,Asia,1995,67.43,58796844,5358,TH,THA,764
10674,Thailand泰國,Asia,2000,68.15,61770720,5889,TH,THA,764
10679,Thailand泰國,Asia,2005,69.8,64163589,6840,TH,THA,764
10684,Thailand泰國,Asia,2010,74.18,67195028,7219,TH,THA,764
10689,Thailand泰國,Asia,2015,76.09,68714511,6821,TH,THA,764
10694,Thailand泰國,Asia,2020,77.43,69799978,6450,TH,THA,764
10699,Thailand泰國,Asia,2025,78.67,70072757,7200,TH,THA,764
10704,Thailand泰國,Asia,2030,79.91,70345536,7950,TH,THA,764
10707,Togo多哥,Africa,1950,37.55,1198713,833,TG,TGO,768
10712,Togo多哥,Africa,1955,40.16,1284646,899,TG,TGO,768
10717,Togo多哥,Africa,1960,42.84,1459837,1011,TG,TGO,768
10722,Togo多哥,Africa,1965,45.63,1652569,1314,TG,TGO,768
10727,Togo多哥,Africa,1970,48.56,1928031,1581,TG,TGO,768
10732,Togo多哥,Africa,1975,51.64,2207690,1580,TG,TGO,768
10737,Togo多哥,Africa,1980,54.44,2510292,1420,TG,TGO,768
10742,Togo多哥,Africa,1985,56.35,2950464,1259,TG,TGO,768
10747,Togo多哥,Africa,1990,57.61,3510237,1101,TG,TGO,768
10752,Togo多哥,Africa,1995,58.26,4091555,1003,TG,TGO,768
10757,Togo多哥,Africa,2000,57.89,4714783,925,TG,TGO,768
10762,Togo多哥,Africa,2005,58.08,5411899,884,TG,TGO,768
10767,Togo多哥,Africa,2010,57.47,6421679,836,TG,TGO,768
10772,Togo多哥,Africa,2015,59.93,7323158,758,TG,TGO,768
10777,Togo多哥,Africa,2020,61.3,8278724,620,TG,TGO,768
10782,Togo多哥,Africa,2025,62.66,9350320,955,TG,TGO,768
10787,Togo多哥,Africa,2030,64.01,10421916,1330,TG,TGO,768
10790,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1950,58.02,642450,2592,TT,TTO,780
10795,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1955,60.72,713870,3670,TT,TTO,780
10800,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1960,63.66,838459,4639,TT,TTO,780
10805,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1965,65.2,931092,5372,TT,TTO,780
10810,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1970,65.7,969181,6220,TT,TTO,780
10815,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1975,67.34,1013485,7388,TT,TTO,780
10820,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1980,68.62,1085491,8632,TT,TTO,780
10825,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1985,69.28,1161393,8081,TT,TTO,780
10830,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1990,69.75,1186736,7378,TT,TTO,780
10835,Trinidad and Tobago千里達及托巴哥(千里達),Americas,1995,69.62,1156328,8224,TT,TTO,780
10840,Trinidad and Tobago千里達及托巴哥(千里達),Americas,2000,69.17,1116340,10393,TT,TTO,780
10845,Trinidad and Tobago千里達及托巴哥(千里達),Americas,2005,69.48,1074698,12989,TT,TTO,780
10850,Trinidad and Tobago千里達及托巴哥(千里達),Americas,2010,71.95,1328147,14283,TT,TTO,780
10855,Trinidad and Tobago千里達及托巴哥(千里達),Americas,2015,72.94,1370328,14740,TT,TTO,780
10860,Trinidad and Tobago千里達及托巴哥(千里達),Americas,2020,73.65,1399488,14900,TT,TTO,780
10865,Trinidad and Tobago千里達及托巴哥(千里達),Americas,2025,74.32,1406452,15700,TT,TTO,780
10870,Trinidad and Tobago千里達及托巴哥(千里達),Americas,2030,75.0,1413415,16450,TT,TTO,780
10873,Tunisia突尼西亞,Africa,1950,43.6,3627335,1498,TN,TUN,788
10878,Tunisia突尼西亞,Africa,1955,46.1,3779181,1425,TN,TUN,788
10883,Tunisia突尼西亞,Africa,1960,48.59,4152271,1554,TN,TUN,788
10888,Tunisia突尼西亞,Africa,1965,51.06,4586812,1824,TN,TUN,788
10893,Tunisia突尼西亞,Africa,1970,54.18,5096899,2425,TN,TUN,788
10898,Tunisia突尼西亞,Africa,1975,58.14,5724439,2974,TN,TUN,788
10903,Tunisia突尼西亞,Africa,1980,62.36,6442483,3384,TN,TUN,788
10908,Tunisia突尼西亞,Africa,1985,65.76,7328625,3710,TN,TUN,788
10913,Tunisia突尼西亞,Africa,1990,68.76,8203837,4124,TN,TUN,788
10918,Tunisia突尼西亞,Africa,1995,71.18,8948232,4659,TN,TUN,788
10923,Tunisia突尼西亞,Africa,2000,72.61,9555013,5384,TN,TUN,788
10928,Tunisia突尼西亞,Africa,2005,73.57,10073925,6545,TN,TUN,788
10933,Tunisia突尼西亞,Africa,2010,75.04,10635244,6921,TN,TUN,788
10938,Tunisia突尼西亞,Africa,2015,75.92,11179949,6634,TN,TUN,788
10943,Tunisia突尼西亞,Africa,2020,76.9,11818619,6600,TN,TUN,788
10948,Tunisia突尼西亞,Africa,2025,77.87,12287188,6680,TN,TUN,788
10953,Tunisia突尼西亞,Africa,2030,78.84,12755757,7230,TN,TUN,788
10956,Turkey土耳其,Europe,1950,41.79,22215277,1869,TR,TUR,792
10961,Turkey土耳其,Europe,1955,46.28,23619982,2119,TR,TUR,792
10966,Turkey土耳其,Europe,1960,50.49,28141593,2281,TR,TUR,792
10971,Turkey土耳其,Europe,1965,53.44,31962268,2625,TR,TUR,792
10976,Turkey土耳其,Europe,1970,55.94,35860299,3201,TR,TUR,792
10981,Turkey土耳其,Europe,1975,58.51,40439601,3942,TR,TUR,792
10986,Turkey土耳其,Europe,1980,60.42,45358888,4252,TR,TUR,792
10991,Turkey土耳其,Europe,1985,62.28,50660313,4750,TR,TUR,792
10996,Turkey土耳其,Europe,1990,64.93,56060018,5443,TR,TUR,792
11001,Turkey土耳其,Europe,1995,67.76,61100246,6232,TR,TUR,792
11006,Turkey土耳其,Europe,2000,70.04,65604416,6545,TR,TUR,792
11011,Turkey土耳其,Europe,2005,71.4,69618759,7678,TR,TUR,792
11016,Turkey土耳其,Europe,2010,74.51,72326988,10093,TR,TUR,792
11021,Turkey土耳其,Europe,2015,76.53,78529409,12819,TR,TUR,792
11026,Turkey土耳其,Europe,2020,77.99,84339067,14900,TR,TUR,792
11031,Turkey土耳其,Europe,2025,79.37,86748426,18200,TR,TUR,792
11036,Turkey土耳其,Europe,2030,80.75,89157785,21700,TR,TUR,792
11039,Uganda烏干達,Africa,1950,38.94,5804397,719,UG,UGA,800
11044,Uganda烏干達,Africa,1955,41.53,6175279,759,UG,UGA,800
11049,Uganda烏干達,Africa,1960,44.23,7283479,770,UG,UGA,800
11054,Uganda烏干達,Africa,1965,46.97,8415695,852,UG,UGA,800
11059,Uganda烏干達,Africa,1970,49.83,9674289,934,UG,UGA,800
11064,Uganda烏干達,Africa,1975,50.62,10950769,887,UG,UGA,800
11069,Uganda烏干達,Africa,1980,50.05,12346743,747,UG,UGA,800
11074,Uganda烏干達,Africa,1985,50.85,14345590,644,UG,UGA,800
11079,Uganda烏干達,Africa,1990,49.9,17064534,634,UG,UGA,800
11084,Uganda烏干達,Africa,1995,46.28,20027028,748,UG,UGA,800
11089,Uganda烏干達,Africa,2000,46.52,23328023,883,UG,UGA,800
11094,Uganda烏干達,Africa,2005,50.05,27398186,1005,UG,UGA,800
11099,Uganda烏干達,Africa,2010,57.1,32428167,1057,UG,UGA,800
11104,Uganda烏干達,Africa,2015,61.37,38225453,1057,UG,UGA,800
11109,Uganda烏干達,Africa,2020,63.89,45741007,1060,UG,UGA,800
11114,Uganda烏干達,Africa,2025,66.17,52589468,1275,UG,UGA,800
11119,Uganda烏干達,Africa,2030,68.46,59437928,1450,UG,UGA,800
11122,United Kingdom英國,Europe,1950,68.68,50409600,9458,GB,GBR,826
11127,United Kingdom英國,Europe,1955,69.92,50840200,10762,GB,GBR,826
11132,United Kingdom英國,Europe,1960,70.62,52547200,12000,GB,GBR,826
11137,United Kingdom英國,Europe,1965,71.12,54292200,13477,GB,GBR,826
11142,United Kingdom英國,Europe,1970,71.75,55631000,15194,GB,GBR,826
11147,United Kingdom英國,Europe,1975,72.46,56139000,16815,GB,GBR,826
11152,United Kingdom英國,Europe,1980,73.53,56275422,17911,GB,GBR,826
11157,United Kingdom英國,Europe,1985,74.62,56724854,20292,GB,GBR,826
11162,United Kingdom英國,Europe,1990,75.85,57512457,22289,GB,GBR,826
11167,United Kingdom英國,Europe,1995,76.9,58431499,24727,GB,GBR,826
11172,United Kingdom英國,Europe,2000,77.97,59470765,28117,GB,GBR,826
11177,United Kingdom英國,Europe,2005,79.04,60430715,31714,GB,GBR,826
11182,United Kingdom英國,Europe,2010,80.4,63459808,35825,GB,GBR,826
11187,United Kingdom英國,Europe,2015,80.96,65860146,40193,GB,GBR,826
11192,United Kingdom英國,Europe,2020,81.26,67886011,39800,GB,GBR,826
11197,United Kingdom英國,Europe,2025,81.26,69185751,49700,GB,GBR,826
11202,United Kingdom英國,Europe,2030,81.26,70485490,61700,GB,GBR,826
11205,United States美國,Americas,1950,68.02,157532600,13648,US,USA,840
11210,United States美國,Americas,1955,69.07,163335600,14504,US,USA,840
11215,United States美國,Americas,1960,69.92,180716400,15643,US,USA,840
11220,United States美國,Americas,1965,70.54,193842400,18187,US,USA,840
11225,United States美國,Americas,1970,71.11,205422400,20896,US,USA,840
11230,United States美國,Americas,1975,72.56,216101800,23166,US,USA,840
11235,United States美國,Americas,1980,74.14,227408301,24635,US,USA,840
11240,United States美國,Americas,1985,74.87,238557254,27934,US,USA,840
11245,United States美國,Americas,1990,75.66,251257927,31156,US,USA,840
11250,United States美國,Americas,1995,76.52,266504732,34262,US,USA,840
11255,United States美國,Americas,2000,77.11,281770020,37765,US,USA,840
11260,United States美國,Americas,2005,77.87,295754179,41410,US,USA,840
11265,United States美國,Americas,2010,78.54,309011475,46166,US,USA,840
11270,United States美國,Americas,2015,78.69,320878310,51523,US,USA,840
11275,United States美國,Americas,2020,78.54,331002651,53240,US,USA,840
11280,United States美國,Americas,2025,78.54,340322264,57400,US,USA,840
11285,United States美國,Americas,2030,78.54,349641876,61400,US,USA,840
11288,Uruguay烏拉圭,Americas,1950,65.68,2232565,5543,UY,URY,858
11293,Uruguay烏拉圭,Americas,1955,66.65,2331963,5977,UY,URY,858
11298,Uruguay烏拉圭,Americas,1960,67.77,2529063,5822,UY,URY,858
11303,Uruguay烏拉圭,Americas,1965,68.38,2688534,5508,UY,URY,858
11308,Uruguay烏拉圭,Americas,1970,68.59,2797147,5600,UY,URY,858
11313,Uruguay烏拉圭,Americas,1975,69.16,2855922,6184,UY,URY,858
11318,Uruguay烏拉圭,Americas,1980,70.28,2921806,6754,UY,URY,858
11323,Uruguay烏拉圭,Americas,1985,71.47,3008691,7240,UY,URY,858
11328,Uruguay烏拉圭,Americas,1990,72.42,3107618,7863,UY,URY,858
11333,Uruguay烏拉圭,Americas,1995,73.63,3217408,8793,UY,URY,858
11338,Uruguay烏拉圭,Americas,2000,74.87,3322986,8328,UY,URY,858
11343,Uruguay烏拉圭,Americas,2005,75.95,3413732,9458,UY,URY,858
11348,Uruguay烏拉圭,Americas,2010,76.75,3359275,11608,UY,URY,858
11353,Uruguay烏拉圭,Americas,2015,77.37,3412009,13269,UY,URY,858
11358,Uruguay烏拉圭,Americas,2020,78.05,3473730,14100,UY,URY,858
11363,Uruguay烏拉圭,Americas,2025,78.74,3521601,15050,UY,URY,858
11368,Uruguay烏拉圭,Americas,2030,79.43,3569471,15800,UY,URY,858
11371,Venezuela委內瑞拉,Americas,1950,53.96,5419168,6845,VE,VEN,862
11376,Venezuela委內瑞拉,Americas,1955,56.78,5955008,8957,VE,VEN,862
11381,Venezuela委內瑞拉,Americas,1960,59.62,7567092,8975,VE,VEN,862
11386,Venezuela委內瑞拉,Americas,1965,62.4,9083081,9094,VE,VEN,862
11391,Venezuela委內瑞拉,Americas,1970,64.82,10793210,10120,VE,VEN,862
11396,Venezuela委內瑞拉,Americas,1975,66.76,12708397,12088,VE,VEN,862
11401,Venezuela委內瑞拉,Americas,1980,68.12,14773885,11949,VE,VEN,862
11406,Venezuela委內瑞拉,Americas,1985,69.54,16994416,10391,VE,VEN,862
11411,Venezuela委內瑞拉,Americas,1990,70.77,19323411,10394,VE,VEN,862
11416,Venezuela委內瑞拉,Americas,1995,71.75,21530864,10393,VE,VEN,862
11421,Venezuela委內瑞拉,Americas,2000,72.52,23522361,9229,VE,VEN,862
11426,Venezuela委內瑞拉,Americas,2005,73.35,25365865,10292,VE,VEN,862
11431,Venezuela委內瑞拉,Americas,2010,73.13,28439940,12068,VE,VEN,862
11436,Venezuela委內瑞拉,Americas,2015,72.58,30081829,13156,VE,VEN,862
11441,Venezuela委內瑞拉,Americas,2020,71.89,28435940,10000,VE,VEN,862
11446,Venezuela委內瑞拉,Americas,2025,71.3,31031205,9240,VE,VEN,862
11451,Venezuela委內瑞拉,Americas,2030,70.71,33626469,8915,VE,VEN,862
11454,Vietnam越南,Asia,1950,39.42,26226439,577,VN,VNM,704
11459,Vietnam越南,Asia,1955,41.9,27357721,648,VN,VNM,704
11464,Vietnam越南,Asia,1960,44.37,31877101,734,VN,VNM,704
11469,Vietnam越南,Asia,1965,46.85,37196802,691,VN,VNM,704
11474,Vietnam越南,Asia,1970,49.29,42578572,675,VN,VNM,704
11479,Vietnam越南,Asia,1975,53.56,48182109,708,VN,VNM,704
11484,Vietnam越南,Asia,1980,57.6,53898711,710,VN,VNM,704
11489,Vietnam越南,Asia,1985,61.22,60152767,775,VN,VNM,704
11494,Vietnam越南,Asia,1990,65.73,67095033,922,VN,VNM,704
11499,Vietnam越南,Asia,1995,69.47,73605689,1227,VN,VNM,704
11504,Vietnam越南,Asia,2000,72.08,78964487,1613,VN,VNM,704
11509,Vietnam越南,Asia,2005,73.76,83520672,2171,VN,VNM,704
11514,Vietnam越南,Asia,2010,74.84,87967651,2352,VN,VNM,704
11519,Vietnam越南,Asia,2015,75.11,92677076,2202,VN,VNM,704
11524,Vietnam越南,Asia,2020,75.47,97338579,1990,VN,VNM,704
11529,Vietnam越南,Asia,2025,75.85,100751049,2190,VN,VNM,704
11534,Vietnam越南,Asia,2030,76.23,104163519,2390,VN,VNM,704
11537,West Bank and Gaza巴勒斯坦領土,Asia,1950,42.16,1010185,1391,PS,PSE,275
11542,West Bank and Gaza巴勒斯坦領土,Asia,1955,44.67,1056727,1702,PS,PSE,275
11547,West Bank and Gaza巴勒斯坦領土,Asia,1960,47.14,1108056,2050,PS,PSE,275
11552,West Bank and Gaza巴勒斯坦領土,Asia,1965,50.23,1138835,2469,PS,PSE,275
11557,West Bank and Gaza巴勒斯坦領土,Asia,1970,54.57,1110798,2940,PS,PSE,275
11562,West Bank and Gaza巴勒斯坦領土,Asia,1975,59.07,1192483,3463,PS,PSE,275
11567,West Bank and Gaza巴勒斯坦領土,Asia,1980,62.95,1359962,4075,PS,PSE,275
11572,West Bank and Gaza巴勒斯坦領土,Asia,1985,65.99,1585076,4799,PS,PSE,275
11577,West Bank and Gaza巴勒斯坦領土,Asia,1990,68.65,1939351,5653,PS,PSE,275
11582,West Bank and Gaza巴勒斯坦領土,Asia,1995,70.54,2537539,6673,PS,PSE,275
11587,West Bank and Gaza巴勒斯坦領土,Asia,2000,71.86,3164165,5554,PS,PSE,275
11592,West Bank and Gaza巴勒斯坦領土,Asia,2005,73.0,3766830,3621,PS,PSE,275
11597,West Bank and Gaza巴勒斯坦領土,Asia,2010,72.79,41034933,3028,PS,PSE,275
11602,West Bank and Gaza巴勒斯坦領土,Asia,2015,73.44,42490302,3031,PS,PSE,275
11607,West Bank and Gaza巴勒斯坦領土,Asia,2020,74.21,44598032,3098,PS,PSE,275
11612,West Bank and Gaza巴勒斯坦領土,Asia,2025,74.98,46776033,3428,PS,PSE,275
11617,West Bank and Gaza巴勒斯坦領土,Asia,2030,75.76,48954034,3761,PS,PSE,275
11620,"Yemen, Rep.葉門",Asia,1950,31.98,4943429,772,YE,YEM,887
11625,"Yemen, Rep.葉門",Asia,1955,33.4,5187733,796,YE,YEM,887
11630,"Yemen, Rep.葉門",Asia,1960,34.7,5871285,817,YE,YEM,887
11635,"Yemen, Rep.葉門",Asia,1965,36.26,6492503,848,YE,YEM,887
11640,"Yemen, Rep.葉門",Asia,1970,38.7,7140559,1104,YE,YEM,887
11645,"Yemen, Rep.葉門",Asia,1975,42.44,8005224,1604,YE,YEM,887
